X_0,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,X_11,X_12,X_13,X_14,X_15,X_16,X_17,X_18,X_19,X_20,X_21,X_22,X_23,X_24,X_25,X_26,X_27,X_28,X_29,X_30,X_31,X_32,X_33,X_34,X_35,X_36,X_37,X_38,X_39,X_40,X_41,X_42,X_43,X_44,X_45,X_46,X_47,X_48,X_49,X_50,X_51,X_52,X_53,X_54,X_55,X_56,X_57,X_58,X_59,X_60,X_61,X_62,X_63,X_64,X_65,X_66,X_67,X_68,X_69,X_70,X_71,X_72,X_73,X_74,X_75,X_76,X_77,X_78,X_79,X_80,X_81,X_82,X_83,X_84,X_85,X_86,X_87,X_88,X_89,X_90,X_91,X_92,X_93,X_94,X_95,X_96,X_97,X_98,X_99,target
7,6,1,3,2,5,3,8,3,8,1,8,9,6,1,4,9,4,9,5,8,0,3,2,7,6,6,8,7,6,9,6,4,5,4,6,1,5,9,8,8,7,3,9,6,6,6,2,2,8,4,3,4,6,0,9,6,7,7,9,4,9,5,5,1,4,3,0,7,9,9,6,3,1,7,1,3,7,8,1,5,2,8,5,1,5,8,4,3,7,3,7,5,8,0,0,0,5,8,7,130.6731839104557
8,9,7,7,1,5,1,9,5,8,8,2,7,5,8,1,1,7,6,4,1,2,9,2,4,7,0,6,6,8,5,8,1,7,9,5,6,3,3,1,1,1,7,1,3,6,0,3,6,5,4,5,3,9,7,7,6,3,9,4,6,5,8,2,3,6,0,8,1,6,1,3,2,7,3,9,2,1,4,6,5,3,7,7,1,2,4,8,9,7,6,5,3,3,6,4,3,2,8,1,-142.25130840558208
6,1,0,8,4,4,0,7,2,6,5,9,4,0,8,4,5,9,4,1,1,3,8,3,7,2,8,8,5,4,8,9,5,0,6,5,9,8,6,3,7,3,8,8,1,2,6,4,6,3,6,0,7,6,3,9,8,6,0,2,7,5,6,4,2,5,8,0,4,3,6,6,6,5,9,2,2,5,6,8,5,1,4,3,2,8,2,4,0,0,5,8,2,2,2,2,4,3,8,0,211.5835866598945
5,6,5,8,2,7,0,0,2,1,4,8,0,4,9,0,0,5,8,0,5,5,4,7,4,8,3,1,8,8,8,9,6,3,1,1,9,8,1,6,8,7,1,2,8,4,1,5,6,1,1,0,4,8,4,1,0,5,2,8,4,1,3,1,5,1,2,5,8,3,8,4,8,9,1,0,7,8,6,8,4,8,9,3,1,10,1,3,6,8,8,8,6,3,0,4,8,9,0,4,220.9307777082472
1,2,3,4,9,7,4,3,10,1,8,8,6,0,7,2,7,7,9,8,2,6,6,3,5,4,6,9,4,9,6,7,2,0,2,4,2,2,5,1,7,2,2,4,1,5,7,8,8,7,2,2,7,1,3,2,0,4,4,2,0,4,4,2,2,0,8,3,3,4,0,1,3,2,1,3,0,3,2,8,0,5,0,2,6,2,2,3,2,1,1,2,8,2,2,7,9,0,4,2,-34.66285314024346
4,0,8,7,0,2,4,4,1,2,6,1,7,8,4,8,9,2,5,7,5,2,1,1,1,8,1,5,1,6,2,5,2,4,2,3,1,5,3,0,2,8,5,2,2,3,5,6,1,7,5,6,4,2,0,9,3,6,8,7,4,5,1,6,5,1,6,3,9,2,8,6,2,0,3,3,3,7,3,4,0,3,6,1,9,8,4,8,8,4,2,4,2,0,2,2,1,1,3,2,-113.69848024742214
7,5,7,3,7,1,1,6,1,1,0,4,7,7,2,3,2,9,2,9,8,7,5,0,5,6,8,2,9,4,1,9,4,2,2,2,4,9,2,4,1,7,0,8,8,3,7,6,7,9,8,5,0,1,2,2,6,5,3,0,0,9,3,8,1,7,8,4,9,7,7,4,7,1,3,4,6,8,5,9,7,1,1,4,4,3,6,7,6,8,3,6,4,2,5,0,7,1,6,5,-108.8386657647496
8,6,3,5,8,6,5,0,2,0,5,7,3,1,9,8,8,7,8,2,8,1,0,4,3,4,0,2,2,9,7,8,6,7,1,0,1,7,1,5,7,4,4,3,5,1,8,7,6,8,0,3,0,8,6,4,8,6,3,9,0,2,8,8,0,2,3,7,6,7,9,5,4,9,9,0,2,6,6,7,8,2,0,7,3,8,8,5,8,3,3,4,9,5,2,5,9,6,1,1,119.83698586498954
8,8,4,7,6,6,8,3,8,8,1,8,1,4,8,3,6,7,6,1,4,8,4,9,6,2,6,7,1,7,7,2,1,2,1,7,0,8,3,4,8,2,6,9,6,3,3,7,2,5,1,3,9,1,9,4,1,7,8,6,5,6,1,5,3,9,9,1,6,7,2,5,8,7,9,9,7,2,0,3,3,6,5,9,9,4,8,3,1,0,5,6,4,8,3,4,8,3,2,9,-173.488492312556
1,6,2,6,0,5,6,6,3,5,8,2,4,3,4,5,6,3,3,3,2,6,5,2,5,8,1,5,6,4,7,7,8,4,7,2,6,6,3,6,5,7,1,2,3,0,8,2,6,5,5,0,0,0,2,3,1,8,6,4,4,4,1,7,1,4,1,1,5,6,8,8,9,8,4,4,1,4,5,5,1,1,8,9,5,8,1,7,7,1,3,3,4,8,1,3,8,5,2,1,133.71726918561322
3,7,6,2,4,7,0,0,7,1,9,4,8,5,3,8,2,7,9,8,8,2,7,5,8,2,1,2,7,5,3,2,3,2,4,8,7,2,3,3,7,8,8,4,2,2,8,7,1,3,8,4,3,2,2,2,1,1,8,2,5,4,9,3,4,9,9,3,8,8,2,0,3,4,7,6,6,6,6,0,3,4,0,8,8,1,3,1,3,7,3,3,5,1,0,6,9,8,9,6,71.35542265180807
8,5,8,8,6,4,8,2,1,9,8,8,6,6,4,5,4,1,6,1,4,0,0,3,8,2,2,5,4,1,2,8,5,7,9,1,6,0,1,0,6,0,5,8,6,5,3,2,6,7,0,4,8,3,2,3,1,2,4,3,8,1,6,2,7,5,3,0,5,4,4,5,5,6,4,8,6,5,4,8,1,0,5,7,2,5,4,1,3,2,7,3,2,3,1,0,1,7,9,4,-163.06641844513996
1,1,1,3,0,5,3,1,9,5,2,6,4,6,9,0,0,4,3,7,8,6,6,0,7,1,0,7,4,7,3,9,4,9,6,6,7,6,1,4,8,5,3,0,8,4,1,4,4,2,9,0,5,0,6,6,0,1,3,7,8,1,7,6,5,4,6,7,5,1,8,8,4,0,8,2,2,5,9,4,6,2,7,6,1,1,5,6,4,7,3,5,2,4,3,5,2,5,7,2,1.434607958608666
9,6,9,2,3,4,8,2,6,5,2,4,3,6,6,0,1,1,5,7,3,2,1,0,8,0,4,0,9,9,2,8,8,7,4,4,0,7,5,7,1,9,5,8,8,0,2,3,5,0,8,9,3,5,1,7,2,6,1,4,9,7,8,9,8,3,3,1,4,5,0,4,2,5,1,3,0,1,2,6,3,0,0,0,2,8,9,2,2,1,6,1,0,6,8,2,4,3,0,3,-266.20501460356957
9,8,8,5,5,4,8,2,0,3,1,1,7,0,1,8,2,0,7,5,6,3,8,2,5,8,7,2,2,2,6,6,6,2,4,2,7,8,6,6,6,6,6,0,7,9,4,0,4,6,4,6,6,7,3,1,2,7,6,7,5,1,9,5,5,9,4,1,3,8,1,2,8,3,4,8,7,3,7,8,7,9,6,9,8,8,9,8,2,9,9,3,8,8,3,6,8,6,8,5,137.2812343944563
3,5,3,9,3,1,4,8,2,2,7,6,2,4,4,2,3,8,8,6,5,8,4,0,9,0,8,3,7,6,1,2,5,4,0,0,3,0,1,8,5,9,6,9,5,0,4,7,9,3,8,3,1,3,0,9,6,6,5,8,4,5,2,3,5,4,8,5,7,4,6,2,4,8,1,3,6,3,9,9,2,9,7,3,3,8,1,1,7,4,0,6,7,3,0,3,1,8,1,9,-149.2645945572923
7,4,8,8,3,5,6,1,1,1,9,4,5,3,2,4,3,4,7,8,3,4,5,9,3,0,1,7,7,6,1,4,1,3,4,5,5,2,2,6,5,3,7,4,7,4,5,3,0,0,2,1,0,4,6,1,7,8,0,4,9,4,2,6,9,8,4,7,1,8,1,6,5,2,4,1,3,5,2,1,9,5,5,4,2,3,0,7,6,6,8,0,8,5,4,3,4,5,2,0,-100.8037080226533
9,7,7,6,3,8,2,3,4,3,9,1,6,6,6,3,8,4,4,6,2,8,6,8,8,8,4,0,5,8,1,4,5,7,0,0,0,0,1,1,3,6,6,2,9,3,5,3,5,8,4,6,9,3,2,4,1,6,4,1,8,8,9,4,4,1,0,4,7,2,5,1,4,7,1,7,0,5,4,3,4,9,5,4,9,7,8,9,4,1,8,6,7,3,3,8,1,1,8,8,-124.03949890681258
3,2,9,8,8,7,8,4,0,0,5,5,2,2,2,6,4,3,0,2,6,6,6,3,1,4,4,6,7,5,1,3,3,8,1,1,7,1,0,7,2,2,8,0,8,6,8,4,1,5,5,1,7,3,2,7,8,4,6,7,4,6,9,0,0,3,0,7,7,7,5,7,9,8,1,0,1,5,3,3,8,8,5,3,7,2,2,4,4,1,8,6,9,9,2,3,8,0,4,2,54.29962823360765
6,5,6,8,0,9,9,4,5,0,8,8,4,6,9,0,2,7,5,7,8,4,1,6,7,8,0,9,3,9,1,7,6,8,0,7,6,3,5,5,3,0,6,8,8,6,8,2,0,2,3,4,6,2,0,0,7,5,9,5,9,3,6,6,7,8,9,0,7,4,1,7,9,2,3,6,8,5,3,0,1,3,1,5,9,3,4,8,1,8,2,2,2,1,6,7,6,8,4,4,41.008369605684635
9,1,7,1,3,1,8,3,6,7,9,0,5,7,0,6,7,2,9,0,7,7,1,8,7,8,0,2,8,2,4,5,6,9,8,2,5,0,1,4,5,1,1,2,9,9,0,4,2,9,9,6,4,0,7,2,5,8,6,1,2,7,8,1,6,8,5,9,3,6,0,8,8,9,0,0,5,3,3,4,5,5,6,3,1,6,3,3,2,8,8,2,1,3,5,6,6,7,6,4,-223.6474692236901
8,5,7,7,6,5,2,1,8,1,7,3,7,9,5,6,8,1,9,6,7,3,9,6,2,0,7,8,1,9,4,4,8,3,9,8,1,1,7,4,5,2,9,6,7,7,5,2,4,8,5,3,4,9,3,5,0,5,0,5,1,7,9,1,9,9,5,7,4,7,0,1,5,6,1,0,0,9,4,6,8,1,1,1,4,7,4,1,1,3,4,4,6,6,8,5,6,4,8,3,209.6968274837476
6,2,2,3,6,2,6,3,2,5,3,1,6,3,1,1,7,5,3,7,0,1,5,0,5,0,1,0,8,6,1,1,5,2,9,2,0,3,8,5,2,0,4,9,3,9,5,8,4,8,6,9,3,2,1,4,1,9,1,4,6,6,1,7,2,8,3,9,0,9,8,8,2,7,0,1,2,5,9,3,7,8,1,9,9,7,4,8,3,4,3,2,8,5,1,4,1,5,3,0,-125.20994646916785
9,8,5,5,8,8,9,1,0,3,2,4,3,3,2,8,8,1,9,6,7,9,5,7,4,0,1,4,1,8,2,4,4,5,8,3,8,5,4,8,0,2,5,7,8,2,5,8,7,5,5,4,1,0,2,4,7,1,7,0,3,4,9,9,6,2,8,5,3,6,4,6,1,6,5,2,1,6,5,4,1,8,8,7,4,9,2,8,1,8,1,0,1,4,9,2,9,9,7,7,-107.26465875824915
7,8,8,5,8,7,2,5,9,0,5,7,7,4,7,8,1,5,1,3,9,0,3,0,9,9,4,7,4,1,2,6,1,0,8,2,8,2,5,8,9,6,1,2,1,1,3,1,7,4,9,6,8,3,0,2,8,1,8,7,2,3,3,8,2,1,2,3,8,7,1,0,5,5,1,3,4,1,8,9,2,3,3,5,2,3,8,8,3,3,2,6,2,6,7,7,8,7,3,1,-143.00895159664714
7,2,7,7,8,4,4,8,1,0,1,9,3,1,8,8,7,4,3,5,6,6,5,9,7,4,3,3,2,2,8,8,5,4,8,0,2,7,9,9,1,3,5,4,6,5,0,2,4,0,4,7,0,1,5,5,7,6,1,9,6,6,8,8,0,5,3,1,4,4,8,3,5,1,5,8,5,7,2,0,9,3,1,3,9,1,2,2,2,3,9,7,4,2,7,7,5,2,5,7,98.38086261926686
3,3,3,2,2,7,3,1,9,4,2,4,4,4,8,7,6,3,6,6,7,8,3,9,0,1,3,7,8,8,3,7,0,1,9,2,2,6,8,0,1,3,1,8,4,0,5,7,8,2,2,8,9,1,1,8,9,7,2,8,4,3,6,4,6,8,1,7,0,8,2,0,7,2,8,1,8,7,0,2,2,9,4,2,2,8,1,9,4,8,8,0,4,1,8,8,2,1,8,8,29.703811196136158
6,2,3,5,3,6,0,3,5,5,6,3,6,2,0,8,1,8,2,7,5,2,1,6,1,1,4,5,6,2,9,2,1,5,9,7,8,2,3,5,3,4,7,9,0,3,8,7,4,8,4,8,5,7,8,2,2,0,1,7,8,8,8,1,4,7,4,2,9,5,4,6,9,3,0,2,4,1,9,7,7,6,3,1,3,8,0,8,5,7,7,8,1,2,9,7,7,2,2,5,211.1296814162668
4,0,0,3,6,3,6,6,2,2,6,9,9,8,6,3,1,8,2,6,3,0,6,8,8,7,3,2,1,3,4,4,2,6,4,1,8,6,4,8,7,9,3,4,2,1,1,1,1,8,4,1,0,7,1,0,8,8,5,9,6,2,2,6,8,1,8,6,5,5,5,1,8,7,4,2,4,5,4,9,4,1,7,2,1,6,5,4,6,2,0,6,4,5,1,3,4,7,3,6,-8.42563241825522
8,6,2,4,2,9,5,5,2,1,6,8,9,3,6,1,1,2,3,6,2,6,6,7,2,5,8,3,7,8,2,5,3,6,7,6,0,8,6,1,8,6,5,2,4,6,9,1,3,8,1,3,8,6,6,9,3,2,5,8,8,8,1,4,2,2,6,8,2,3,9,1,5,1,1,5,1,2,1,0,8,2,4,0,8,7,8,9,4,5,7,3,4,9,7,9,5,4,1,7,76.57150046984151
5,3,1,4,5,4,4,1,5,7,8,7,3,3,5,8,0,7,2,9,9,5,2,7,3,9,5,1,9,7,4,1,8,6,2,8,4,1,5,5,5,1,5,7,4,4,2,3,4,5,9,6,4,8,4,6,6,7,4,1,3,1,2,8,8,3,1,6,6,9,7,9,7,1,8,4,3,5,9,6,4,1,6,9,2,4,9,4,7,5,0,6,3,4,9,6,6,6,2,1,-78.2821984512484
7,3,8,4,2,1,3,9,2,7,0,5,7,4,3,7,3,8,3,2,3,9,4,0,1,6,9,0,5,5,5,3,1,0,4,5,8,1,6,0,2,8,2,5,3,9,6,8,6,6,7,9,7,1,8,5,9,0,4,5,7,5,1,7,7,7,2,1,0,8,1,2,2,9,4,2,4,9,1,2,7,5,3,8,4,9,9,8,2,2,8,1,3,9,3,6,2,7,7,2,240.96575788425008
2,3,7,2,7,3,9,2,4,1,1,7,3,1,0,8,2,5,6,1,9,5,3,7,8,0,4,8,4,1,6,6,4,4,3,1,5,8,7,3,6,5,0,7,0,8,4,3,5,7,5,5,4,3,2,3,9,1,8,0,5,0,6,7,0,8,2,4,4,5,5,3,2,0,2,7,7,9,1,3,9,6,2,0,7,2,5,6,6,6,3,0,2,4,4,4,6,0,3,8,32.77534018628228
5,4,4,0,1,3,6,7,3,1,6,1,1,9,2,5,2,2,1,8,5,1,8,0,7,3,7,8,7,5,9,3,7,5,4,4,1,2,6,6,2,8,4,4,2,0,0,3,8,6,1,7,1,0,6,3,5,1,2,3,1,9,5,3,2,4,7,2,5,4,9,3,8,1,7,9,7,8,3,0,5,9,8,7,4,6,7,7,0,0,5,0,5,7,5,1,8,9,2,6,-60.42524906257293
0,3,3,1,0,3,7,8,1,0,9,7,1,4,6,7,7,0,5,2,0,2,5,5,3,5,1,6,0,7,9,9,9,7,6,6,2,5,6,4,4,7,2,3,6,5,1,4,0,5,7,8,6,5,0,2,2,2,2,3,2,5,3,5,5,1,1,2,3,2,6,2,8,1,1,7,0,3,2,7,4,4,8,5,3,1,7,2,4,0,2,4,1,0,4,7,2,9,4,3,54.2903876615983
2,6,6,5,4,3,6,5,9,2,7,3,3,2,7,9,3,0,3,0,5,5,1,8,2,3,8,0,0,5,1,1,5,5,1,3,2,1,3,7,6,5,4,8,6,9,1,6,9,0,0,9,3,4,1,8,8,8,4,7,5,1,1,2,2,3,8,8,3,2,8,6,3,9,9,2,7,4,3,5,9,5,6,0,1,8,3,0,1,5,4,9,1,7,4,0,3,9,8,6,-254.05021181147032
4,1,0,2,4,9,0,2,5,4,3,5,6,0,4,1,0,7,6,5,9,6,8,2,8,2,7,9,3,8,2,3,1,3,2,8,7,9,1,6,5,4,8,5,1,5,3,1,5,0,5,7,4,2,1,8,8,7,2,5,8,9,1,5,5,9,4,4,3,8,7,6,2,0,5,5,1,6,5,6,5,9,7,2,0,5,0,1,9,8,7,2,5,1,8,7,9,5,4,3,4.5311573296726095
3,0,1,7,3,8,4,4,1,2,2,8,2,4,0,6,8,9,5,2,2,5,2,4,8,7,8,6,3,2,5,0,6,1,2,3,2,0,9,6,9,1,1,2,2,3,5,7,0,7,6,1,4,0,4,9,0,8,8,2,3,1,8,9,6,2,9,7,3,9,9,2,4,1,8,5,0,6,7,7,1,1,2,5,3,1,0,1,8,9,2,1,6,2,6,1,8,0,0,1,-94.07917941465894
3,8,3,1,2,7,2,3,5,3,9,7,0,2,2,7,1,1,8,0,1,1,8,3,0,4,6,8,2,0,8,7,3,3,3,9,2,4,7,1,6,2,4,1,2,5,9,3,8,2,7,8,7,5,8,7,0,7,1,6,8,5,9,1,8,9,2,2,8,2,5,7,1,7,2,9,0,0,6,1,5,7,9,8,7,2,6,5,1,4,0,6,9,2,7,6,3,9,9,3,86.09671249688151
7,9,7,9,2,9,6,4,4,5,1,7,2,9,5,1,1,5,5,8,5,6,3,3,2,7,3,4,2,8,0,3,8,1,0,9,1,2,7,1,2,9,3,5,0,2,8,2,3,8,5,8,5,4,3,7,9,9,6,2,3,6,9,3,4,6,5,3,7,9,3,6,4,4,7,0,3,2,2,5,6,9,5,8,8,5,1,1,5,5,4,7,4,2,6,2,1,1,7,2,-207.48409129951295
8,7,1,7,0,4,1,2,3,3,5,5,2,7,4,8,1,7,9,2,7,5,9,7,6,1,0,5,3,1,5,7,2,9,5,8,9,0,1,9,8,8,8,1,1,2,1,6,1,9,9,9,7,4,0,6,0,5,7,4,7,3,5,1,2,0,8,6,4,6,3,9,9,0,6,9,3,6,4,3,5,1,6,2,1,8,8,1,1,6,8,1,9,4,8,4,8,1,4,7,92.82421569075765
3,1,3,6,0,8,4,0,1,1,2,3,4,2,9,9,2,7,4,7,0,1,1,2,9,4,1,3,5,4,7,2,9,9,8,8,7,7,5,8,9,5,2,1,4,3,4,4,8,1,6,5,1,0,7,9,4,4,7,5,2,4,9,8,7,7,1,9,7,2,5,5,1,6,9,3,4,2,4,1,8,4,1,8,0,7,4,6,3,0,9,2,4,6,0,6,2,1,9,8,123.57936281702848
1,4,2,8,5,7,9,0,1,5,7,2,2,1,4,6,0,5,3,6,1,7,5,5,4,7,7,1,8,6,2,8,1,2,4,3,0,0,3,3,3,8,9,0,8,6,0,3,4,1,0,6,0,8,2,6,0,4,4,2,5,4,6,4,6,1,2,1,9,9,0,3,7,4,9,3,3,8,1,5,5,0,2,2,0,8,5,8,6,3,7,1,1,0,2,8,3,1,9,5,-252.27809837643233
7,7,2,6,4,1,3,1,0,8,6,1,3,6,5,2,8,8,6,4,2,5,5,1,8,1,4,0,1,9,1,0,2,6,3,1,1,3,8,4,3,2,6,1,0,6,4,4,7,0,1,2,6,4,1,4,6,2,9,9,7,9,2,5,8,9,2,5,6,2,0,7,8,5,5,0,3,1,4,0,8,4,2,2,8,0,8,2,8,8,2,5,4,6,0,0,0,4,4,6,-225.6063086198463
7,2,7,3,3,1,7,4,2,3,5,4,9,2,1,3,7,1,0,1,1,6,8,4,1,6,7,7,4,0,2,2,6,3,9,7,7,6,2,6,0,2,4,4,4,4,0,0,9,2,5,0,1,7,4,3,1,9,6,4,4,1,6,6,7,5,0,8,6,9,2,5,6,4,8,6,6,1,1,6,3,3,8,9,9,9,7,5,6,6,0,2,1,3,7,3,8,3,4,3,-203.68349600723332
5,4,4,3,1,3,8,9,2,5,8,4,1,7,3,7,0,8,8,0,3,8,5,9,5,4,4,4,3,5,1,4,7,8,0,0,3,1,8,6,9,9,6,7,6,2,5,8,6,3,9,4,2,7,9,2,5,7,2,7,6,2,8,7,6,1,7,8,1,7,3,3,7,3,1,2,9,9,5,7,0,5,6,6,7,2,1,2,1,7,6,1,2,2,0,7,5,3,2,9,84.37315983805844
7,1,4,9,2,7,7,9,5,9,6,3,6,5,4,5,7,0,6,8,2,8,0,2,9,4,9,7,8,5,7,8,5,8,6,3,2,6,1,2,8,1,2,8,6,7,5,1,1,5,5,4,2,3,8,1,8,5,2,2,4,4,6,9,2,6,7,2,2,4,4,2,0,2,6,7,5,9,7,3,1,8,1,9,5,6,2,2,4,5,0,2,4,8,8,3,7,1,5,0,53.2432730278361
9,6,4,1,4,3,7,9,5,6,8,1,9,2,5,8,8,2,8,4,8,8,1,5,6,2,5,3,3,1,4,0,2,5,6,2,5,8,2,8,4,4,9,1,2,9,7,8,6,3,5,6,1,1,1,2,1,2,0,8,0,9,3,9,4,9,8,2,5,7,4,2,9,7,1,6,8,9,7,5,8,3,8,3,6,3,7,9,2,7,6,5,6,2,9,7,5,4,9,1,208.8133471976134
9,1,2,0,4,7,8,6,7,0,4,3,0,1,7,0,6,2,9,2,2,3,9,6,7,9,8,2,1,5,2,6,3,7,5,1,7,7,3,1,7,7,7,1,0,4,1,3,0,6,2,8,8,6,5,0,0,6,7,0,8,5,0,9,7,3,1,6,7,4,7,8,0,7,6,4,1,4,1,2,9,6,1,6,5,0,4,5,2,8,3,2,0,6,0,9,2,6,6,7,-99.73470275088172
8,0,5,5,4,3,4,9,5,4,3,8,4,5,3,8,2,1,8,8,3,0,5,9,8,3,1,8,6,7,6,7,6,1,7,9,7,7,6,9,3,6,9,3,5,3,4,2,2,3,1,9,4,3,3,2,5,4,0,4,8,8,1,2,8,8,7,2,7,9,2,5,5,8,5,1,3,2,1,9,1,5,5,2,5,6,3,0,5,5,3,0,5,1,3,8,0,8,4,3,40.254198568222165
4,9,7,2,6,0,5,2,9,3,7,4,3,8,8,6,1,1,0,7,7,6,5,4,8,3,9,3,4,6,7,1,1,0,6,3,6,8,5,8,3,2,8,8,6,8,4,6,8,0,1,2,1,1,4,4,8,0,6,6,1,4,3,2,4,5,0,6,1,5,3,1,8,3,9,8,4,2,1,1,7,6,9,2,9,4,3,8,2,3,7,2,6,4,2,4,6,1,1,7,-21.13694530917237
8,3,8,1,7,4,7,8,1,1,7,6,9,7,3,3,7,6,5,8,7,0,0,8,8,6,1,4,9,1,5,1,5,3,0,3,3,7,4,9,4,9,3,3,4,8,3,5,1,4,1,4,1,6,5,1,3,8,5,7,8,1,2,4,9,8,7,5,3,9,9,2,8,8,3,8,5,9,2,4,0,3,2,4,1,1,1,0,9,4,7,4,8,5,2,2,0,4,6,5,43.68726981044111
6,4,7,6,9,8,8,9,5,6,8,9,7,6,8,9,1,7,2,4,6,2,1,7,0,4,0,6,2,6,7,6,7,2,6,2,1,0,3,0,3,1,1,3,1,7,9,2,4,1,1,4,9,7,4,5,1,2,0,2,6,4,8,9,5,2,2,0,5,1,1,1,7,9,3,8,1,0,5,2,0,6,8,8,4,9,4,0,3,8,1,0,0,3,8,9,3,8,6,1,8.332849720489449
2,6,9,3,6,9,3,2,4,5,8,2,3,3,1,7,8,8,3,5,9,1,5,1,9,1,2,6,1,5,1,6,7,6,3,0,5,2,3,8,8,4,1,4,6,0,6,9,9,8,1,0,2,8,8,9,1,9,7,5,4,0,8,4,1,6,1,8,5,5,6,7,4,0,8,8,1,4,7,4,3,1,4,5,4,3,6,0,5,6,3,6,7,6,9,1,1,7,0,2,-25.18719276647279
6,1,1,2,8,9,4,1,5,7,3,6,3,0,1,4,0,3,1,4,6,6,9,0,3,5,8,2,0,2,3,8,8,4,3,3,8,2,4,5,5,4,6,3,6,4,3,1,1,4,1,8,8,5,5,9,2,8,2,5,2,9,5,2,5,0,5,0,5,5,6,0,8,4,1,6,0,7,4,1,2,0,3,1,8,9,1,2,2,4,5,7,0,2,9,7,3,3,5,7,186.32971238535515
9,1,7,7,5,7,8,9,6,4,6,2,7,6,4,4,4,4,4,4,7,5,9,6,7,4,4,9,3,8,4,3,5,1,2,7,5,5,6,8,4,3,7,8,4,7,1,2,0,3,9,6,7,5,0,7,4,6,2,6,6,3,3,4,8,3,1,8,3,8,5,8,0,1,3,7,7,3,4,8,0,4,0,2,2,4,5,1,8,3,5,1,4,4,4,6,4,5,4,8,-19.11443530166893
5,8,3,0,2,1,3,7,2,1,0,7,3,7,9,0,3,7,5,6,3,0,6,5,4,8,8,6,2,4,5,3,5,0,9,2,2,5,6,1,3,4,8,9,3,3,6,8,5,7,0,9,0,5,7,7,8,2,6,5,5,7,6,4,4,6,1,4,2,5,1,4,5,3,4,7,4,2,7,1,7,7,2,0,4,1,1,1,3,2,2,4,4,7,5,7,8,8,8,4,0.4437259191304932
7,1,5,1,5,4,0,6,1,4,4,9,5,3,2,8,6,8,3,7,2,5,3,8,9,9,7,8,9,6,5,7,8,5,6,3,8,8,9,3,2,3,3,2,1,5,0,3,0,9,7,0,6,7,4,8,6,1,2,1,1,1,1,7,6,10,5,4,2,7,3,8,6,1,3,0,8,6,3,4,3,8,9,5,3,1,3,5,9,6,4,4,3,5,2,3,4,3,2,8,-17.58515971311268
1,0,6,2,8,0,5,6,9,8,8,3,4,4,9,8,3,3,9,7,1,1,8,4,8,7,0,4,8,2,7,9,1,5,8,5,8,7,2,3,4,9,7,1,6,8,3,2,7,3,6,3,6,3,0,3,7,0,7,4,4,4,0,9,1,2,3,9,7,1,4,3,7,3,6,6,4,5,0,3,7,4,8,1,0,2,6,6,7,8,0,0,1,4,8,3,3,0,7,5,43.24082469919668
7,4,5,8,6,3,8,3,5,7,1,6,1,8,3,0,5,6,3,8,5,5,3,4,5,9,1,8,5,1,3,1,3,8,3,8,8,0,5,3,3,8,2,7,4,2,8,1,8,1,9,1,6,7,4,8,7,2,5,7,4,2,3,6,3,7,8,5,5,7,7,3,0,2,4,4,3,1,0,3,6,2,5,0,3,1,0,6,6,4,5,6,1,0,4,6,7,9,1,9,36.92002049166881
5,6,1,0,0,3,7,5,5,2,9,9,5,2,8,7,5,7,7,3,3,5,1,6,7,8,1,2,7,6,0,0,0,1,5,9,1,6,3,6,8,2,1,9,5,6,9,1,8,8,9,8,9,8,1,6,6,1,7,5,7,3,3,3,8,2,2,7,5,4,2,3,8,2,2,6,1,6,8,2,8,0,2,1,4,3,7,4,5,4,1,4,8,1,6,1,2,1,5,4,-202.32481466542612
2,8,1,0,9,4,1,2,9,1,2,2,9,1,1,2,6,9,7,5,8,7,9,3,2,0,8,9,6,1,5,4,3,4,2,9,0,2,8,5,9,8,5,4,0,4,4,4,6,2,0,7,5,0,5,5,8,1,4,9,0,4,0,5,1,4,5,4,2,0,2,7,3,6,1,3,1,6,5,8,5,8,6,9,9,2,3,2,1,3,6,1,7,5,7,7,1,0,5,7,89.57714701305359
7,6,0,3,1,4,4,1,3,7,8,2,1,5,2,4,7,1,7,0,4,0,8,0,2,3,5,4,2,7,8,6,6,4,1,7,9,7,7,7,8,3,6,3,3,6,7,8,9,5,2,1,0,3,0,9,0,7,4,3,4,4,3,4,8,3,5,1,3,0,5,9,3,3,1,9,2,3,0,8,0,7,5,2,1,3,9,8,1,1,2,0,0,8,1,4,2,5,4,2,195.10348737445963
4,7,8,8,2,2,4,0,7,6,9,3,8,3,6,2,1,9,8,4,6,1,5,0,0,8,9,8,4,3,7,1,1,3,7,9,9,0,9,7,1,1,4,3,9,9,6,7,6,4,7,7,6,1,3,7,5,6,7,8,6,6,9,5,1,0,4,6,6,8,3,5,2,5,6,3,5,5,8,4,0,3,6,8,5,1,5,5,3,8,8,2,4,6,5,1,1,8,0,2,146.47817257043914
3,7,8,4,8,7,9,8,4,6,5,6,5,1,5,4,3,8,2,3,1,5,0,9,7,1,5,6,4,8,1,9,5,6,7,6,7,2,9,5,4,2,8,8,3,8,5,0,6,5,1,0,7,2,2,4,4,9,2,9,3,2,6,4,8,7,1,7,1,7,6,1,4,1,10,0,1,2,5,8,7,0,4,0,7,9,10,4,9,4,3,3,3,5,9,0,2,1,4,3,-157.17010986160383
